0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.26834227750098,-0.656395386163042,-0.771138644277648,-0.885177670850551,-0.972015334303035,-1.00364592086969,-0.991195448034799,-0.908622341977433,-0.848960528466273,-0.807534682436333,-0.788397037162414,-0.784562536340871,-0.784841024940518,-0.788410371402633,-0.791341194341383,-0.793330312635926,0,0,0,0,0,0,-0.0623612106399531,-0.692161381073433,-0.903731421812253,-0.896068318970041,-0.857998155870772,-1.03180708164243,-1.05040857303548,-1.06640232633096,-1.02450003582687,-1.01552451076505,-1.04742407539355,-1.08571744028271,-1.13575219840882,-1.17817074675225,0,0,0,0,0,0,0,0,-0.423354930495153,-0.806048147354971,-0.807554806585185,-0.779858056360493,-0.863260121403858,-0.931059583104719,-0.998723107669666,-1.02176666669151,-1.06717622876374,-1.05858033591178,-1.04106144597615,-1.04578542144596,0,0,0,0,0,0,0,0,0,-0.39753896281833,-0.717059210936404,-0.612423739725907,-0.582258843459216,-0.708796802727195,-0.822513688183059,-0.910286400008417,-1.02353820944964,-1.14955950486631,-1.27496634736025,-1.32522165439153,0,0,0,0,0,0,0,0,0,0,-0.494835798639643,-0.616123779557363,-0.48233783172653,-0.409579967625214,-0.557355507378378,-0.836480485564316,-0.947220630375641,-1.09112084122864,-1.21025935291647,-1.35651823859539,0,0,0,0,0,0,0,0,0,0,-0.049606334120995,-0.546678240507442,-0.490075745751745,-0.270888114556406,-0.23472106321363,-0.387125680402131,-0.645374877456974,-0.916295572319909,-1.12059536117764,-1.27579794742833
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.517965236438472,1.07005941485786,1.37024661607332,1.48722871017616,1.40500864206937,1.25903917557083,1.09152656097749,0.953188090908211,0.838018042581899,0.721370225982148,0.673907509508622,0.634469140949967,0.594284447040485,0.58626748857804,0.578334811628141,0.569569236895867,0.562068018514428,0,0,0,0,0,0.308891426433518,1.06730489385292,1.52353611734416,1.56265387831052,1.40570816434736,1.21637932961766,1.04953230471181,0.863574384599709,0.660673241481094,0.508398166729146,0.42625681018021,0.41101471855604,0.413736556978997,0.426255301557655,0.411160697607202,0,0,0,0,0,0,0,0.756493346072525,1.41808460181057,1.71259189992362,1.45709132687609,1.26569104045754,1.01490572802206,0.791973837291632,0.590491781376206,0.489207417004901,0.424877939380668,0.364676449804048,0.302375404744207,0.247831547951228,0,0,0,0,0,0,0,0,0.711308971787989,1.4213903662565,1.77507510530221,1.55579802332536,1.2558225704022,0.903159761966471,0.637194297972946,0.504709895569341,0.416730832450344,0.383713646336888,0.365876890106131,0.353658260259481,0,0,0,0,0,0,0,0,0,0.851546150008196,1.57181526230617,1.85151927465228,1.5403767896019,1.22364235808379,0.785062626923326,0.550613535921079,0.528008441135198,0.448439466438333,0.337061240230608,0.271781273601143,0,0,0,0,0,0,0,0,0,0.17949237660379,1.10475764550309,1.75677338909487,1.92468682816213,1.496538487215,1.05267768292833,0.719255605413474,0.612099607397824,0.509653115281665,0.471418126219795,0.344986061424216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91277114300249e-05,0.0225671785032271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
